id;дата;час;заголовок;ссылка;показы;открытия;дочитывания;минуты;лайки;комментарии;подписки;CTR;дочитываемость;лайки_на_дочит;комм_на_дочит;подписки_на_дочит;сцена;функция;порог_входа;фокус;объект_осуждения;цифра_в_заголовке;негативная_рамка;вопрос;обращение_вы;конкретный_якорь;спорность;серийная_рубрика;уверенность_разметки
A310;2025-06-13;4;Как есть фрукты и ягоды по этикету;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/683b41e616dc514cdba4dd2a;3185904;141153;103991;159254;2396;1034;450;0.0443;0.7367;0.023;0.0099;0.0043;стол_еда;польза;бытовая;читатель;нет;0;0;0;0;1;0;0;высокая
A309;2025-06-14;4;Деловой этикет на ПМЭФ;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/68439f20cf8dda7689fee92c;954558;40715;24847;42040;469;199;98;0.0427;0.6103;0.0189;0.008;0.0039;работа;польза;узкая;нейтрально;нет;0;0;0;0;1;0;0;высокая
A308;2025-06-16;5;Три основных правила этикета;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/683b5390d19484575fdab10d;3023045;135537;72710;103805;2952;325;691;0.0448;0.5365;0.0406;0.0045;0.0095;прочее;польза;бытовая;нейтрально;нет;1;0;0;0;0;0;0;высокая
A307;2025-06-18;6;Культурная программа ПМЭФ: как совместить приятное с полезным;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/6843ae9e6bc49e3472e364da;104987;2083;719;393;36;13;4;0.0198;0.3452;0.0501;0.0181;0.0056;работа;польза;узкая;читатель;нет;0;0;0;0;1;0;0;высокая
A306;2025-06-19;7;Протокольные нюансы культурной программы больших форумов на примере ПМЭФ;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/6843a531dae809545e92fdf2;94492;2235;1065;1647;98;43;6;0.0237;0.4765;0.092;0.0404;0.0056;работа;познавательное;узкая;нейтрально;нет;0;0;0;0;1;0;0;высокая
A305;2025-06-21;7;Как есть рис по этикету;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/683b641095eee80f6c0cbb59;76837;2752;1716;2229;152;97;10;0.0358;0.6235;0.0886;0.0565;0.0058;стол_еда;польза;бытовая;читатель;нет;0;0;0;0;1;0;0;высокая
A304;2025-06-23;5;Как реагировать на массовые открытки;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/6848bd3cc798ef1f1c2ce418;1163779;140333;68212;86725;1917;854;169;0.1206;0.4861;0.0281;0.0125;0.0025;цифровое_общение;польза;бытовая;читатель;нет;0;0;0;0;1;1;0;высокая
A303;2025-06-25;5;Как съесть яйцо красиво;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/6843ba73129ad45762e49144;1073447;58724;29781;45720;999;562;114;0.0547;0.5071;0.0335;0.0189;0.0038;стол_еда;польза;бытовая;читатель;нет;0;0;0;0;1;0;0;высокая
A302;2025-06-27;5;Техника «серого камня» в современном этикете;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/6843c1dedae809545ea2a90c;965264;88165;46067;70973;2350;584;335;0.0913;0.5225;0.051;0.0127;0.0073;отношения_общение;польза;бытовая;нейтрально;нет;0;0;0;0;1;0;0;высокая
A301;2025-06-28;5;Ритуалы как инструмент доверия в деловом этикете;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/6848c0cc614ba50502081d73;75028;2627;1339;2026;159;23;16;0.035;0.5097;0.1187;0.0172;0.0119;работа;разъяснение_нормы;узкая;нейтрально;нет;0;0;0;0;0;0;0;высокая
A300;2025-06-30;5;Можно ли фотографировать еду в ресторане;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/6848b691614ba5050203bd0a;469998;37242;15654;17948;374;343;56;0.0792;0.4203;0.0239;0.0219;0.0036;стол_еда;разъяснение_нормы;бытовая;читатель;нет;0;0;1;0;1;1;0;высокая
A299;2025-07-02;5;Если вы ниже по рангу, должны ли вы мириться с хамством?;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/683b617d610de855479c7162;1304871;116170;57126;85307;1825;804;308;0.089;0.4917;0.0319;0.0141;0.0054;работа;разъяснение_нормы;бытовая;читатель;коллеги_начальство;0;1;1;1;1;1;0;высокая
A298;2025-07-04;5;Как реагировать на письма счастья;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/684e3ec76bc49e34726f50b8;313562;19067;8847;8978;552;139;27;0.0608;0.464;0.0624;0.0157;0.0031;цифровое_общение;польза;бытовая;читатель;нет;0;0;0;0;1;0;0;высокая
A297;2025-07-05;5;Как пить кофе по этикету;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/6855f05804af7c23601f9249;1654689;73577;49660;78983;1702;384;323;0.0445;0.6749;0.0343;0.0077;0.0065;стол_еда;польза;бытовая;читатель;нет;0;0;0;0;1;0;0;высокая
A296;2025-07-07;5;Цифровой этикет реакций на сообщения;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/684e3afee5076503cb2151fc;2002769;97946;36095;51729;967;383;111;0.0489;0.3685;0.0268;0.0106;0.0031;цифровое_общение;польза;бытовая;нейтрально;нет;0;0;0;0;1;0;0;высокая
A295;2025-07-09;4;Солнечные очки в помещении;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/6848ba2d33562a4b416db818;494175;24735;11250;14095;516;236;37;0.0501;0.4548;0.0459;0.021;0.0033;внешний_вид;разъяснение_нормы;бытовая;нейтрально;нет;0;0;0;0;1;1;0;высокая
A294;2025-07-11;4;Искусственный интеллект и этикет;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/6855ecff37486b604e9f5a61;35014;1369;482;526;85;32;2;0.0391;0.3521;0.1763;0.0664;0.0041;цифровое_общение;познавательное;бытовая;нейтрально;нет;0;0;0;0;0;0;0;низкая
A293;2025-07-12;5;Фразы, которые убивают диалог;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/684e4498dae809545e9fc7e3;570419;115496;57210;34732;2292;327;163;0.2025;0.4953;0.0401;0.0057;0.0028;отношения_общение;польза;бытовая;читатель;нет;0;1;0;0;0;0;0;высокая
A292;2025-07-14;4;История этикета в России;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/684e47b5f0cba24df0c3b729;81647;3169;1279;1587;138;48;1;0.0388;0.4036;0.1079;0.0375;0.0008;история_высший_свет;познавательное;узкая;нейтрально;нет;0;0;0;0;1;0;0;высокая
A291;2025-07-16;5;Что такое хорошие манеры?;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/6873d94527b84310ade490a9;637798;48106;38315;45490;1937;249;331;0.0754;0.7965;0.0506;0.0065;0.0086;прочее;разъяснение_нормы;бытовая;нейтрально;нет;0;0;1;0;0;0;0;низкая
A290;2025-07-17;5;Этикет на пляже;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/68765a9146ad481ff3274eae;1206937;45892;22861;23524;494;334;46;0.038;0.4981;0.0216;0.0146;0.002;публичные_места_транспорт;польза;бытовая;читатель;нет;0;0;0;0;1;0;0;высокая
A289;2025-07-18;5;Фразы, которые мгновенно разрушают доверие;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/6873cb67ef09bd32e5036cf9;95022;14034;7209;5817;545;61;34;0.1477;0.5137;0.0756;0.0085;0.0047;отношения_общение;польза;бытовая;читатель;нет;0;1;0;0;0;0;0;высокая
A288;2025-07-19;5;Как учить детей этикету;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/6855cd9e9674506b1f2ceec4;271756;11920;6634;7298;528;183;57;0.0439;0.5565;0.0796;0.0276;0.0086;дом_семья;польза;бытовая;читатель;нет;0;0;0;0;1;0;0;высокая
A287;2025-07-21;6;Этикет летнего пикника;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/6843b7dee81e9155a65113f0;58437;2079;1199;1813;174;72;2;0.0356;0.5767;0.1451;0.0601;0.0017;гости_праздники;польза;бытовая;читатель;нет;0;0;0;0;1;0;0;высокая
A286;2025-07-23;6;Этикет торжественных мероприятий;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/6873d043b10b8b71566d7fd4;1263599;62212;40034;49109;1157;251;131;0.0492;0.6435;0.0289;0.0063;0.0033;гости_праздники;польза;узкая;нейтрально;нет;0;0;0;0;0;0;0;высокая
A285;2025-07-25;6;Допускает ли этикет опоздания;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/687d697d6f92306e0a4eb981;1342178;58496;32517;34523;944;331;83;0.0436;0.5559;0.029;0.0102;0.0026;отношения_общение;разъяснение_нормы;бытовая;нейтрально;нет;0;0;1;0;1;1;0;высокая
A284;2025-07-26;6;Как правильно не согласиться с чужой точкой зрения;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/687d6e054a82000e6fc37009;1986062;102843;45565;58750;1936;191;309;0.0518;0.4431;0.0425;0.0042;0.0068;отношения_общение;польза;бытовая;читатель;нет;0;0;0;0;0;0;0;высокая
A283;2025-07-28;12;Этикет в жару;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/6884ad134ea451210081fc1c;1791486;80330;44269;60768;1052;280;101;0.0448;0.5511;0.0238;0.0063;0.0023;прочее;польза;бытовая;читатель;нет;0;0;0;0;1;0;0;низкая
A282;2025-07-30;5;Как не отравиться в ресторане;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/6884a9251574236f60dd5174;1046048;33865;18252;21735;865;187;67;0.0324;0.539;0.0474;0.0102;0.0037;стол_еда;польза;бытовая;читатель;нет;0;1;0;0;1;0;0;высокая
A281;2025-08-01;5;Фразы, которые лучше не говорить;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/6884b7fd69884043c99331cf;106416;17135;9236;5637;749;83;28;0.161;0.539;0.0811;0.009;0.003;отношения_общение;польза;бытовая;нейтрально;нет;0;1;0;0;0;0;0;высокая
A280;2025-08-02;5;Как самооценка влияет на этикет;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/6884b35a44c3d77cbee983fb;999414;78718;45437;53042;1573;116;319;0.0788;0.5772;0.0346;0.0026;0.007;прочее;познавательное;бытовая;нейтрально;нет;0;0;0;0;0;0;0;низкая
A279;2025-08-04;10;Как сообщить плохие новости;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/688e3080594210707b7e6599;983500;27314;11922;13533;508;55;64;0.0278;0.4365;0.0426;0.0046;0.0054;отношения_общение;польза;бытовая;читатель;нет;0;0;0;0;1;0;0;высокая
A278;2025-08-06;5;Этикет на шопинге;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/6884d8cc1574236f600eaf2b;989917;36667;14796;15808;695;128;36;0.037;0.4035;0.047;0.0087;0.0024;публичные_места_транспорт;польза;бытовая;нейтрально;нет;0;0;0;0;1;0;0;высокая
A277;2025-08-08;5;Незаметные враги репутации;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/688e227ede02396d905383d4;597734;92589;45924;35492;2398;282;238;0.1549;0.496;0.0522;0.0061;0.0052;отношения_общение;польза;бытовая;нейтрально;нет;0;1;0;0;0;0;0;низкая
A276;2025-08-09;4;Как долго можно смотреть в глаза? Зрительный контакт и этикет;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/688e26bbd1e1e16d15719619;1650259;65957;37381;39840;859;127;140;0.04;0.5667;0.023;0.0034;0.0037;отношения_общение;польза;бытовая;читатель;нет;0;0;1;0;1;0;0;высокая
A275;2025-08-11;12;У вас есть то, чем вы не пользуетесь;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/688e36dd51fad0000bcec275;246890;14802;7463;8659;915;85;78;0.06;0.5042;0.1226;0.0114;0.0105;прочее;польза;бытовая;читатель;нет;0;0;0;1;0;0;0;низкая
A274;2025-08-13;5;Где заканчивается откровенность и начинается лицемерие;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/689922c4cc1c1458e25fd7b2;1531158;109089;85405;87528;3085;230;460;0.0712;0.7829;0.0361;0.0027;0.0054;отношения_общение;разъяснение_нормы;бытовая;нейтрально;нет;0;0;0;0;0;0;0;высокая
A273;2025-08-15;5;Как пережить женскую истерику;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/689925aa2d1cc46bb3d12ebc;252219;7043;3780;2990;264;61;27;0.0279;0.5367;0.0698;0.0161;0.0071;отношения_общение;польза;бытовая;читатель;женщины;0;1;0;0;1;0;0;высокая
A272;2025-08-16;5;Этикет на даче у друзей;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/689919e93a8ebb77f926e978;4897312;741228;512442;444467;13687;2415;1102;0.1514;0.6913;0.0267;0.0047;0.0022;гости_праздники;польза;бытовая;нейтрально;нет;0;0;0;0;1;0;0;высокая
A271;2025-08-18;11;Как уволить человека;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/68a223dcb13a7f1cb1e3b19d;461444;28571;15865;16141;369;238;65;0.0619;0.5553;0.0233;0.015;0.0041;работа;польза;узкая;читатель;нет;0;0;0;0;1;0;0;высокая
A270;2025-08-20;5;Манипуляция первым впечатлением;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/68a1a3cdb13a2e233e0f1208;704400;30545;17809;16961;695;85;101;0.0434;0.583;0.039;0.0048;0.0057;отношения_общение;польза;бытовая;читатель;нет;0;0;0;0;1;0;0;высокая
A269;2025-08-22;6;Дресс-коды, которые к вам не относятся;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/68991d0a4557dd55e5de40a1;132387;20559;13299;9671;1013;175;32;0.1553;0.6469;0.0762;0.0132;0.0024;внешний_вид;познавательное;узкая;читатель;нет;0;0;0;1;1;0;0;высокая
A268;2025-08-23;5;Часы как признак невежества;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/68a225df326e5b5146661c91;329144;70017;35549;23251;1418;354;63;0.2127;0.5077;0.0399;0.01;0.0018;внешний_вид;разъяснение_нормы;бытовая;нейтрально;нет;0;1;0;0;1;1;0;низкая
A267;2025-08-25;9;Как одеться на 1 сентября;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/68a9abb42573560372518f50;109127;5648;4014;3880;213;40;12;0.0518;0.7107;0.0531;0.01;0.003;внешний_вид;польза;бытовая;читатель;нет;1;0;0;0;1;0;0;высокая
A266;2025-08-27;6;Ты так похудела - комплимент или упрек?;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/68a19d194952361c36edda26;25483;1421;734;433;98;33;4;0.0558;0.5165;0.1335;0.045;0.0054;отношения_общение;разбор_чужого_поведения;бытовая;нейтрально;нет;0;0;1;0;1;1;0;высокая
A265;2025-08-29;6;Разница между «есть» и «кушать»;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/68a21f4b4230d279d035c203;15431678;1093376;681814;587321;17053;5857;3174;0.0709;0.6236;0.025;0.0086;0.0047;отношения_общение;разъяснение_нормы;бытовая;нейтрально;нет;0;0;0;0;1;1;0;высокая
A264;2025-08-30;6;Столовый этикет в самолете;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/68a1a5f8a204564aa740cf3d;4153067;253475;153092;138481;1623;566;331;0.061;0.604;0.0106;0.0037;0.0022;стол_еда;польза;бытовая;читатель;нет;0;0;0;0;1;0;0;высокая
A263;2025-09-01;6;Мое 1 сентября;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/68b4557f0c5cde33fe51fb0a;56508;1654;963;983;168;20;5;0.0293;0.5822;0.1745;0.0208;0.0052;прочее;познавательное;бытовая;нейтрально;нет;1;0;0;0;1;0;0;низкая
A262;2025-09-03;10;Этикетный оборотень или иллюзия вежливости;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/688e337fdd24f54edd998ad6;66319;7285;3946;2727;578;109;6;0.1098;0.5417;0.1465;0.0276;0.0015;отношения_общение;разбор_чужого_поведения;бытовая;третьи_лица;другое;0;0;0;0;0;0;0;низкая
A261;2025-09-05;11;Когда нужно вернуть долг по этикету;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/68a2221651f2a12c74539ab8;741210;54889;35167;43202;1255;358;146;0.0741;0.6407;0.0357;0.0102;0.0042;деньги;разъяснение_нормы;бытовая;читатель;нет;0;0;0;0;1;0;0;высокая
A260;2025-09-06;5;Зачем в лифте зеркало;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/68a1ae984230d279d0b8e4b0;168429;27443;14269;8282;998;127;14;0.1629;0.52;0.0699;0.0089;0.001;публичные_места_транспорт;познавательное;бытовая;нейтрально;нет;0;0;1;0;1;0;0;высокая
A259;2025-09-08;10;Почему самые воспитанные люди самые опасные;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/68babedf282488273343260c;1220412;218356;117068;68480;4385;869;442;0.1789;0.5361;0.0375;0.0074;0.0038;отношения_общение;разбор_чужого_поведения;бытовая;третьи_лица;нет;0;1;1;0;0;0;0;высокая
A258;2025-09-10;12;Куда положить зонт в ресторане;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/68babb168d69e628bbb0099c;527224;38096;24282;27806;1057;129;95;0.0723;0.6374;0.0435;0.0053;0.0039;стол_еда;польза;бытовая;читатель;нет;0;0;1;0;1;0;0;высокая
A257;2025-09-12;6;Дама здоровается первая! Как здороваться согласно светскому этикету;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/68bac34982ef2a1e7203304e;740046;116505;71388;37345;2137;241;220;0.1574;0.6127;0.0299;0.0034;0.0031;отношения_общение;разъяснение_нормы;бытовая;нейтрально;нет;0;0;0;0;1;1;0;высокая
A256;2025-09-13;5;Как попросить повышение зарплаты;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/68babd25dd36c46d6e5d01e2;168110;6498;3688;4339;194;47;26;0.0387;0.5676;0.0526;0.0127;0.007;работа;польза;бытовая;читатель;нет;0;0;0;0;1;0;0;высокая
A255;2025-09-15;6;Как украшения нарушают этикет;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/68c42ff05b792419360893d1;2547882;243058;135346;98293;3221;917;391;0.0954;0.5568;0.0238;0.0068;0.0029;внешний_вид;разъяснение_нормы;узкая;нейтрально;нет;0;1;0;0;1;1;0;высокая
A254;2025-09-16;15;Элегантность употребления алкоголя;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/68c68b3db7325c409e862107;15377;1382;849;688;40;0;0;0.0899;0.6143;0.0471;0.0;0.0;стол_еда;польза;бытовая;нейтрально;нет;0;0;0;0;1;0;0;высокая
A253;2025-09-17;5;Как «привет» может стоить карьеры;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/68bac6a68d69e628bbc0c10a;5790566;386220;188133;168437;4887;1107;822;0.0667;0.4871;0.026;0.0059;0.0044;работа;разъяснение_нормы;бытовая;читатель;нет;0;1;0;0;1;1;0;высокая
A252;2025-09-18;6;Топ-10 ошибок застольного этикета;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/68c68f71efed904d54875ab9;57245;7284;5849;4635;89;0;16;0.1272;0.803;0.0152;0.0;0.0027;стол_еда;польза;бытовая;нейтрально;нет;1;1;0;0;0;0;0;высокая
A251;2025-09-19;5;Смешная ошибка столового этикета;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/68c439d86f9b675db4731c02;7530080;485581;318525;378205;6743;2765;1347;0.0645;0.656;0.0212;0.0087;0.0042;стол_еда;познавательное;бытовая;нейтрально;нет;0;1;0;0;0;0;0;низкая
A250;2025-09-20;5;У тебя пахнет изо рта;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/68c42b644e88bf099d462c78;261423;45590;30166;12229;1209;279;34;0.1744;0.6617;0.0401;0.0092;0.0011;отношения_общение;польза;бытовая;нейтрально;нет;0;1;0;0;1;0;0;низкая
A249;2025-09-22;6;Этикет духов осенью;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/68cf42f812e1b53b4e251da5;138133;10155;6238;6856;346;39;26;0.0735;0.6143;0.0555;0.0063;0.0042;внешний_вид;польза;бытовая;нейтрально;нет;0;0;0;0;1;0;0;высокая
A248;2025-09-23;12;Как не оставлять следы от помады;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/68cfdec8ca5aca7320ac0c6e;3847;207;157;95;21;0;0;0.0538;0.7585;0.1338;0.0;0.0;стол_еда;польза;бытовая;читатель;нет;0;0;0;0;1;0;0;низкая
A247;2025-09-24;6;Как воспитать мужчину, который дарит цветы;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/68c83c55d99d823f51e7f9ef;466596;22316;9806;7833;406;396;58;0.0478;0.4394;0.0414;0.0404;0.0059;отношения_общение;польза;бытовая;читатель;мужчины;0;0;0;0;1;0;0;высокая
A246;2025-09-25;7;Цветы в гостях;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/68cfdf5290b25a0ab337b2c1;694001;127517;62231;29180;832;0;138;0.1837;0.488;0.0134;0.0;0.0022;гости_праздники;польза;бытовая;нейтрально;нет;0;0;0;0;1;0;0;высокая
A245;2025-09-26;6;Этикет автомобилиста;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/68cf37f02a0efa402d093264;61350;2594;1424;1615;100;26;6;0.0423;0.549;0.0702;0.0183;0.0042;публичные_места_транспорт;польза;бытовая;читатель;нет;0;0;0;0;1;0;0;высокая
A244;2025-09-27;6;Как выйти замуж за заботливого мужчину;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/68cf46ca9091fc28b665b1e8;94942;12511;7290;4280;551;320;20;0.1318;0.5827;0.0756;0.0439;0.0027;отношения_общение;польза;бытовая;читатель;нет;0;0;0;0;1;0;0;высокая
A242;2025-09-29;6;Этикет на День учителя;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/68d839de411a92297112a2cf;342385;20344;12565;13000;307;200;39;0.0594;0.6176;0.0244;0.0159;0.0031;гости_праздники;польза;бытовая;читатель;нет;0;0;0;0;1;0;0;высокая
A243;2025-09-29;1;Этикет курильщика;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/68d854758708355f375009ce;120054;16371;8816;6601;119;0;19;0.1364;0.5385;0.0135;0.0;0.0022;публичные_места_транспорт;польза;бытовая;нейтрально;нет;0;0;0;0;1;0;0;высокая
A241;2025-10-01;6;Кто ходит в гости, тот нарушает этикет;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/68d83b137c87061c305febbc;1197947;239792;145721;61155;3009;1022;739;0.2002;0.6077;0.0206;0.007;0.0051;гости_праздники;разъяснение_нормы;бытовая;нейтрально;гости;0;1;0;0;1;1;0;высокая
A240;2025-10-02;6;Нужно ли использовать все приборы на домашнем застолье;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/68d85a46f7e53e790d415b29;2615;32;7;6;3;0;0;0.0122;;;;;стол_еда;разъяснение_нормы;бытовая;нейтрально;нет;0;0;1;0;1;1;0;высокая
A239;2025-10-03;6;Аватар против карьеры;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/68d8242df54dbb52d0644ffe;133224;12982;5216;4219;267;189;14;0.0974;0.4018;0.0512;0.0362;0.0027;цифровое_общение;разъяснение_нормы;бытовая;читатель;нет;0;1;0;0;1;1;0;высокая
A238;2025-10-04;5;Семейный этикет;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/68cf44df316d1775411a4f8f;168902;9656;3897;3635;262;62;29;0.0572;0.4036;0.0672;0.0159;0.0074;дом_семья;польза;бытовая;нейтрально;нет;0;0;0;0;0;0;0;низкая
A237;2025-10-06;5;Как нарушить этикет не нарушая;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/68d8532d4b61de53db374b29;78643;3023;1619;1599;170;67;8;0.0384;0.5356;0.105;0.0414;0.0049;прочее;польза;бытовая;читатель;нет;0;0;0;0;0;0;0;низкая
A236;2025-10-07;15;Можно ли пить вино со льдом?;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/68dff7ad1130210c935b163c;10040;457;272;258;16;0;0;0.0455;0.5952;0.0588;0.0;0.0;стол_еда;разъяснение_нормы;бытовая;нейтрально;нет;0;0;1;0;1;1;0;высокая
A235;2025-10-08;6;Как оскорбить человека не сказав ни слова;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/68dff6df6e185f1baef09c6d;7553981;573669;241405;214046;6378;1787;2322;0.0759;0.4208;0.0264;0.0074;0.0096;отношения_общение;польза;бытовая;читатель;нет;0;1;0;0;0;0;0;высокая
A234;2025-10-09;6;Как выйти из-за стола, если вы захотели покурить;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/68dffceecb1ab64e565f4a8f;23174;180;85;73;5;0;0;0.0078;0.4722;;;;стол_еда;польза;бытовая;читатель;нет;0;0;0;1;1;0;0;высокая
A233;2025-10-10;9;Она нарушила королевский протокол;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/68dffc8913e9620c6ae7d63e;540414;104711;57790;29670;989;56;225;0.1938;0.5519;0.0171;0.001;0.0039;история_высший_свет;разбор_чужого_поведения;узкая;третьи_лица;другое;0;1;0;0;1;0;0;высокая
A232;2025-10-11;7;Этикет против каблуков;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/68dff6884953315479aeaa35;1802519;126371;60384;50170;1235;650;314;0.0701;0.4778;0.0205;0.0108;0.0052;внешний_вид;разъяснение_нормы;бытовая;нейтрально;нет;0;0;0;0;1;1;0;высокая
A231;2025-10-13;10;Застольный этикет;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/68ec1178b4d1206b000ab78f;604264;47680;31841;31731;558;89;466;0.0789;0.6678;0.0175;0.0028;0.0146;стол_еда;польза;бытовая;нейтрально;нет;0;0;0;0;0;0;0;низкая
A230;2025-10-14;6;Можно ли поднимать тост, если в бокале пусто?;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/68e81f5efba0286ff3623205;48169;360;120;96;3;0;3;0.0075;0.3333;0.025;0.0;0.025;стол_еда;польза;бытовая;читатель;нет;0;0;1;0;1;0;0;высокая
A229;2025-10-15;6;Этикет в пробке;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/68e804618e98e1176a8615ed;90530;5259;3423;3226;155;69;6;0.0581;0.6509;0.0453;0.0202;0.0018;публичные_места_транспорт;польза;бытовая;читатель;нет;0;0;0;0;1;0;0;высокая
A228;2025-10-16;6;Правда ли, что вилка всегда в левой руке? Разбираем мифы о столовом этикете;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/68e82081e7ae21418484fb43;10650;847;641;593;38;0;2;0.0795;0.7568;0.0593;0.0;0.0031;стол_еда;разъяснение_нормы;бытовая;нейтрально;нет;0;0;1;0;1;1;0;высокая
A227;2025-10-17;6;Этикет детей за праздничным столом: как воспитать маленького гостя;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/68e82ebd20cef80020ca2094;135081;6592;3538;3881;232;119;14;0.0488;0.5367;0.0656;0.0336;0.004;стол_еда;польза;бытовая;читатель;нет;0;0;0;0;1;0;0;высокая
A226;2025-10-18;5;Этикет в театре;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/68e82cabe7ae2141848bdf77;1304527;53022;34133;42677;1744;583;147;0.0406;0.6438;0.0511;0.0171;0.0043;публичные_места_транспорт;польза;бытовая;нейтрально;нет;0;0;0;0;1;0;0;высокая
A225;2025-10-20;11;Этикет для соседей;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/68f51ec34d505347cb4aaaf1;138519;7230;4341;3869;280;51;17;0.0522;0.6004;0.0645;0.0117;0.0039;дом_семья;польза;бытовая;нейтрально;нет;0;0;0;0;1;0;0;высокая
A224;2025-10-21;7;Что подарить хозяевам застолья: универсальные и провальные варианты;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/68f52eaaa338645c0b2a3e1e;1798195;109957;87403;91594;2222;380;193;0.0611;0.7949;0.0254;0.0043;0.0022;гости_праздники;польза;бытовая;читатель;нет;0;1;0;0;1;0;0;высокая
